ID	DOCULECT	CONCEPT	ENTRY	FORM	TOKENS	COGID	ROOT	ALIGNMENT
7213	Kirghiz	lake (n.)	köl	køl	k ø l	754	köl	k ø - l -
7214	Kumyk	lake (n.)	köl	køl	k ø l	754	köl	k ø - l -
7215	MiddleChulym	lake (n.)	kol'	kol'	k o lˈ	754	köl	k o - lˈ -
7216	Nogai	lake (n.)	köl	køl	k ø l	754	köl	k ø - l -
7217	SarygYugur	lake (n.)	köl, kül	køl, kyl	k ø l	754	köl	k ø - l -
7218	Shor	lake (n.)	köl	køl	k ø l	754	köl	k ø - l -
7219	Tatar	lake (n.)	kül	kyl	k y l	754	köl	k y - l -
7220	Tofa	lake (n.)	höl	høl	h ø l	754	köl	h ø - l -
7221	Turkish	lake (n.)	göl	gøl	g ø l	754	köl	g ø - l -
7222	Turkmen	lake (n.)	köl	køl	k ø l	754	köl	k ø - l -
7223	Tuvan	lake (n.)	χöl	χøl	χ ø l	754	köl	χ ø - l -
7224	Uighur	lake (n.)	köl	køl	k ø l	754	köl	k ø - l -
7225	Uzbek	lake (n.)	kọl	kol	k o l	754	köl	k o - l -
7226	Yakut	lake (n.)	küöl	kyøl	k y ø l	754	köl	k y ø l -
1997	Baraba	laugh (v.)	köl-		k ø l	161	*kül	k ø l - - -
1998	CodexCumanicus	laugh (v.)	chul-		k u l	161	*kül	k u l - - -
1999	NorthAltai	laugh (v.)	kül-		k y l	161	*kül	k y l - - -
2000	Azeri	laugh (v.)	ǵül	gjyl	gˈ y l	161	*kül	gˈ y l - - -
2001	Bashkir	laugh (v.)	köl	køl	k ø l	161	*kül	k ø l - - -
2002	Chuvash	laugh (v.)	kul	kul	k u l	161	*kül	k u l - - -
2003	CrimeanTatar	laugh (v.)	kul'	kul'	k u lˈ	161	*kül	k u lˈ - - -
2004	Dolgan	laugh (v.)	kül	kyl	k y l	161	*kül	k y l - - -
2005	Gagauz	laugh (v.)	gül	gyl	g y l	161	*kül	g y l - - -
2006	KaraKalpak	laugh (v.)	kül	kyl	k y l	161	*kül	k y l - - -
2007	KarachayBalkar	laugh (v.)	kül	kyl	k y l	161	*kül	k y l - - -
2008	Karaim	laugh (v.)	kül, kul, kil	kyl, kul, kil	k y l	161	*kül	k y l - - -
2009	Kazakh	laugh (v.)	kül	kyl	k y l	161	*kül	k y l - - -
2010	Khakas	laugh (v.)	kül	kyl	k y l	161	*kül	k y l - - -
2011	Khalaj	laugh (v.)	kil	kil	k i l	161	*kül	k i l - - -
2012	Kirghiz	laugh (v.)	kül	kyl	k y l	161	*kül	k y l - - -
2013	Kumyk	laugh (v.)	küle	kyle	k y l e	161	*kül	k y l e - -
2014	MiddleChulym	laugh (v.)	kul'	kul'	k u lˈ	161	*kül	k u lˈ - - -
2015	Nogai	laugh (v.)	kül	kyl	k y l	161	*kül	k y l - - -
2016	Salar	laugh (v.)	kulli	kulli	k u l l i	161	*kül	k u l - l i
2017	SarygYugur	laugh (v.)	kül, kul, kul'	kyl, kul, kul'	k y l	161	*kül	k y l - - -
2018	Tatar	laugh (v.)	köl	køl	k ø l	161	*kül	k ø l - - -
2019	Turkish	laugh (v.)	gül	gyl	g y l	161	*kül	g y l - - -
2020	Turkmen	laugh (v.)	gül	gyl	g y l	161	*kül	g y l - - -
2021	Uighur	laugh (v.)	kül	kyl	k y l	161	*kül	k y l - - -
2022	Uzbek	laugh (v.)	kul	kul	k u l	161	*kül	k u l - - -
2023	Yakut	laugh (v.)	kül	kül	k y l	161	*kül	k y l - - -
2024	SouthAltai	laugh (v.)	ḳatχïr	qatχɯr	q a t χ ɯ r	162	*ḳatḳïr	q a t χ ɯ r
2025	Khakas	laugh (v.)	? χatχïr	? χatχɯr	χ a t χ ɯ r	162	*ḳatḳïr	χ a t χ ɯ r
2026	Shor	laugh (v.)	ḳatḳïr	qatqïr	q a t q ɯ r	162	*ḳatḳïr	q a t q ɯ r
2027	Tofa	laugh (v.)	ḳaˁḳḳïr	qaˁqqɯr	q aˁ qː ɯ r	162	*ḳatḳïr	q aˁ - qː ɯ r
2028	Tuvan	laugh (v.)	ḳattïr	qattɯr	q a tː ɯ r	162	*ḳatḳïr	q a tː - ɯ r
2121	Baraba	leaf (n.)	yapraḳ		j a p r a q	169	*japurgak	j a - - p - r - - - a q
2122	CodexCumanicus	leaf (n.)	japrac, jabuldrac		j a p r a c	169	*japurgak	j a - - p - r - - - a c
2123	NorthAltai	leaf (n.)	t́albïraḳ		tʃ a l b ɯ r a q	169	*japurgak	tʃ a l - b ɯ r - - - a q
2124	OldUyghur	leaf (n.)	yapïrɣaḳ		j a p ɯ r ɣ a q	169	*japurgak	j a - - p ɯ r ɣ - - a q
2125	SouthAltai	leaf (n.)	d'albraχ	ɟalbraχ	ʥ a l b r a χ	169	*japurgak	ʥ a l - b - r - - - a χ
2126	Azeri	leaf (n.)	yarpaġ	jarpaɢ	j a r p a ɢ	169	*japurgak	j a - r p - - - - - a ɢ
2127	Bashkir	leaf (n.)	yapraḳ	japraq	j a p r a q	169	*japurgak	j a - - p - r - - - a q
2128	CrimeanTatar	leaf (n.)	yapraḳ	japraq	j a p r a q	169	*japurgak	j a - - p - r - - - a q
2129	Dolgan	leaf (n.)	hebirdek	hebirdek	h e b i r d e k	169	*japurgak	h e - - b i r - d - e k
2130	Gagauz	leaf (n.)	yaprak	japrak	j a p r a k	169	*japurgak	j a - - p - r - - - a k
2131	KaraKalpak	leaf (n.)	žapïraḳ	ʒapɯraq	ʒ a p ɯ r a q	169	*japurgak	ʒ a - - p ɯ r - - - a q
2132	KarachayBalkar	leaf (n.)	čapraḳ	ʨapraq	tʃ a p r a q	169	*japurgak	tʃ a - - p - r - - - a q
2133	Karaim	leaf (n.)	yapraḳ	japraq	j a p r a q	169	*japurgak	j a - - p - r - - - a q
2134	Kazakh	leaf (n.)	žapïraḳ	ʒapɯraq	ʒ a p ɯ r a q	169	*japurgak	ʒ a - - p ɯ r - - - a q
2135	Kirghiz	leaf (n.)	ǰalbïraḳ	ʥalbɯraq	ʥ a l b ɯ r a q	169	*japurgak	ʥ a l - b ɯ r - - - a q
2136	Kumyk	leaf (n.)	yapïraḳ	japɯraq	j a p ɯ r a q	169	*japurgak	j a - - p ɯ r - - - a q
2137	Nogai	leaf (n.)	yapïraḳ	japɯraq	j a p ɯ r a q	169	*japurgak	j a - - p ɯ r - - - a q
2138	Salar	leaf (n.)	yarfaḳ	jarfaq	j a r f a q	169	*japurgak	j a - r f - - - - - a q
2139	Tatar	leaf (n.)	yafraḳ	jafraq	j a f r a q	169	*japurgak	j a - - f - r - - - a q
2140	Turkish	leaf (n.)	yaprak	japrak	j a p r a k	169	*japurgak	j a - - p - r - - - a k
2141	Turkmen	leaf (n.)	yapraḳ	japraq	j a p r a q	169	*japurgak	j a - - p - r - - - a q
2142	Uighur	leaf (n.)	yopurmaḳ	jopurmaq	j o p u r m a q	169	*japurgak	j o - - p u r - - m a q
2143	Yakut	leaf (n.)	sebirdeχ	sebirdeχ	s e b i r d e χ	169	*japurgak	s e - - b i r - d - e χ
2144	Khakas	leaf (n.)	pür	pyr	p y r	170	*bür	p y r -
2145	MiddleChulym	leaf (n.)	püür	pyyr	p yː r	170	*bür	p yː r -
2146	Shor	leaf (n.)	pür	pyr	p y r	170	*bür	p y r -
2147	Tofa	leaf (n.)	bür	byr	b y r	170	*bür	b y r -
2148	Tuvan	leaf (n.)	bürü	byry	b y r y	170	*bür	b y r y
2149	Chuvash	leaf (n.)	śulźə	ɕulʑə̈	ɕ u l ʑ ə	171	*jaĺïlča	ɕ u l ʑ ə
2150	Baraba	leaf (n.)	ḳavaḳ		q a v a q	172	*ḳapaḳ	q a v a q
2151	NorthAltai	leaf (n.)	ḳavaḳ		q a v a q	172	*ḳapaḳ	q a v a q
6150	Baraba	left	sol		s o l	624	*so:l	s o l - - - - - -
6151	CodexCumanicus	left	sol		s o l	624	*so:l	s o l - - - - - -
6152	NorthAltai	left	sol		s o l	624	*so:l	s o l - - - - - -
6153	OldUyghur	left	sol		s o l	624	*so:l	s o l - - - - - -
6154	SouthAltai	left	sol	sol	s o l	624	*so:l	s o l - - - - - -
6155	Azeri	left	sol	sol	s o l	624	*so:l	s o l - - - - - -
6156	Bashkir	left	hul	hul	h u l	624	*so:l	h u l - - - - - -
6157	CrimeanTatar	left	sol	sol	s o l	624	*so:l	s o l - - - - - -
6158	Gagauz	left	sol taraf	sol taraf	s o l _ t a r a f	624	*so:l	s o l _ t a r a f
6159	KarachayBalkar	left	sol	sol	s o l	624	*so:l	s o l - - - - - -
6160	Kazakh	left	sol	sol	s o l	624	*so:l	s o l - - - - - -
6161	Khakas	left	sol	sol	s o l	624	*so:l	s o l - - - - - -
6162	Kirghiz	left	sol	sol	s o l	624	*so:l	s o l - - - - - -
6163	Kumyk	left	sol	sol	s o l	624	*so:l	s o l - - - - - -
6164	MiddleChulym	left	sol	sol	s o l	624	*so:l	s o l - - - - - -
6165	Nogai	left	sol	sol	s o l	624	*so:l	s o l - - - - - -
6166	SarygYugur	left	sol, (sul, söl)	sol, (sul, søl)	s o l	624	*so:l	s o l - - - - - -
6167	Shor	left	sol	sol	s o l	624	*so:l	s o l - - - - - -
6168	Tatar	left	sul	sul	s u l	624	*so:l	s u l - - - - - -
6169	Turkish	left	sol	sol	s o l	624	*so:l	s o l - - - - - -
6170	Uighur	left	sol	sol	s o l	624	*so:l	s o l - - - - - -
6171	Dolgan	left	kaŋas	kaŋas	k a ŋ a s	625	ḳangas	k a ŋ a s
6172	Yakut	left	χaŋas	χaŋas	χ a ŋ a s	625	ḳangas	χ a ŋ a s
6173	Karaim	left	son	son	s o n	626	son	
1228	Baraba	leg // foot (n.)	ayaḳ		a j a q	93	*adak	- a j a q
1229	CodexCumanicus	leg // foot (n.)	ayac, ayach, ayak		a j a c	93	*adak	- a j a c
1230	OldUyghur	leg // foot (n.)	adaḳ		a d a q	93	*adak	- a d a q
1231	Azeri	leg // foot (n.)	ayaġ	ajaɢ	a j a ɢ	93	*adak	- a j a ɢ
1232	Bashkir	leg // foot (n.)	ayaḳ	ajaq	a j a q	93	*adak	- a j a q
1233	Chuvash	leg // foot (n.)	ora	ora	o r a	93	*adak	- o r a -
1234	CrimeanTatar	leg // foot (n.)	ayaḳ	ajaq	a j a q	93	*adak	- a j a q
1235	Dolgan	leg // foot (n.)	atak	atak	a t a k	93	*adak	- a t a k
1236	Gagauz	leg // foot (n.)	ayak	ajak	a j a k	93	*adak	- a j a k
1237	KaraKalpak	leg // foot (n.)	ayaḳ	ajaq	a j a q	93	*adak	- a j a q
1238	KarachayBalkar	leg // foot (n.)	ayaḳ 1	ajaq 1	a j a q	93	*adak	- a j a q
1239	Karaim	leg // foot (n.)	ayak	ajak	a j a k	93	*adak	- a j a k
1240	Kazakh	leg // foot (n.)	ayaḳ	ajaq	a j a q	93	*adak	- a j a q
1241	Khakas	leg // foot (n.)	azaχ	azaχ	a z a χ	93	*adak	- a z a χ
1242	Khalaj	leg // foot (n.)	hadaḳ	hadaq	h a d a q	93	*adak	h a d a q
1243	Kirghiz	leg // foot (n.)	ayaḳ	ajaq	a j a q	93	*adak	- a j a q
1244	Kumyk	leg // foot (n.)	ayaḳ	ajaq	a j a q	93	*adak	- a j a q
1245	MiddleChulym	leg // foot (n.)	azaḳ	azaq	a z a q	93	*adak	- a z a q
1246	Nogai	leg // foot (n.)	ayaḳ	ajaq	a j a q	93	*adak	- a j a q
1247	Salar	leg // foot (n.)	ayaχ	ajaχ	a j a χ	93	*adak	- a j a χ
1248	SarygYugur	leg // foot (n.)	azaḳ	azaq	a z a q	93	*adak	- a z a q
1249	Shor	leg // foot (n.)	azaḳ	azaq	a z a q	93	*adak	- a z a q
1250	Tatar	leg // foot (n.)	ayaḳ	ajaq	a j a q	93	*adak	- a j a q
1251	Turkish	leg // foot (n.)	ayak	ajak	a j a k	93	*adak	- a j a k
1252	Turkmen	leg // foot (n.)	ayaḳ	ajaq	a j a q	93	*adak	- a j a q
1253	Uighur	leg // foot (n.)	ayaḳ	ajaq	a j a q	93	*adak	- a j a q
1254	Uzbek	leg // foot (n.)	ɔyɔḳ	ɔjɔq	ɔ j ɔ q	93	*adak	- ɔ j ɔ q
1255	Yakut	leg // foot (n.)	ataχ	ataχ	a t a χ	93	*adak	- a t a χ
1256	NorthAltai	leg // foot (n.)	but		b u t	94	*bu:t	b u t
1257	OldUyghur	leg // foot (n.)	? but		b u t	94	*bu:t	b u t
1258	SouthAltai	leg // foot (n.)	but	but	b u t	94	*bu:t	b u t
1259	KarachayBalkar	leg // foot (n.)	but 2	but 2	b u t	94	*bu:t	b u t
1260	Kirghiz	leg // foot (n.)	but	but	b u t	94	*bu:t	b u t
1261	Kumyk	leg // foot (n.)	? but	? but	b u t	94	*bu:t	b u t
1262	Tofa	leg // foot (n.)	but	but	b u t	94	*bu:t	b u t
1263	Tuvan	leg // foot (n.)	but	but	b u t	94	*bu:t	b u t
6422	CodexCumanicus	lick (v.)	jala-		j a l a	660	jala	j a l - - a
6423	NorthAltai	lick (v.)	d́ala-		ʥ a l a	660	jala	ʥ a l - - a
6424	OldUyghur	lick (v.)	yalɣa		j a l ɣ a	660	jala	j a l ɣ - a
6425	SouthAltai	lick (v.)	d'ala	ɟala	ʥ a l a	660	jala	ʥ a l - - a
6426	Azeri	lick (v.)	yala	jala	j a l a	660	jala	j a l - - a
6427	Bashkir	lick (v.)	yala	jala	j a l a	660	jala	j a l - - a
6428	Chuvash	lick (v.)	śulla	ɕulla	ɕ u lː a	660	jala	ɕ u lː - - a
6429	CrimeanTatar	lick (v.)	yala	jala	j a l a	660	jala	j a l - - a
6430	Dolgan	lick (v.)	hala:	hala:	h a l aː	660	jala	h a l - - aː
6431	Gagauz	lick (v.)	yala	jala	j a l a	660	jala	j a l - - a
6432	KaraKalpak	lick (v.)	žala	ʒala	ʒ a l a	660	jala	ʒ a l - - a
6433	KarachayBalkar	lick (v.)	ǰala	ʥala	ʥ a l a	660	jala	ʥ a l - - a
6434	Karaim	lick (v.)	yala	jala	j a l a	660	jala	j a l - - a
6435	Kazakh	lick (v.)	žala	ʒala	ʒ a l a	660	jala	ʒ a l - - a
6436	Khakas	lick (v.)	čalɣa	ʨalɣa	tʃ a l ɣ a	660	jala	tʃ a l ɣ - a
6437	Khalaj	lick (v.)	yalɣa	jalɣa	j a l ɣ a	660	jala	j a l ɣ - a
6438	Kirghiz	lick (v.)	ǰala	ʥala	ʥ a l a	660	jala	ʥ a l - - a
6439	Kumyk	lick (v.)	yala	jala	j a l a	660	jala	j a l - - a
6440	MiddleChulym	lick (v.)	čalɣa	ʨalɣa	tʃ a l ɣ a	660	jala	tʃ a l ɣ - a
6441	Nogai	lick (v.)	yala	jala	j a l a	660	jala	j a l - - a
6442	Salar	lick (v.)	yala	jala	j a l a	660	jala	j a l - - a
6443	SarygYugur	lick (v.)	yaɣla, (yalɣa)	jaɣla, (jalɣa)	j a ɣ l a	660	jala	j a - ɣ l a
6444	Shor	lick (v.)	čalɣa	tɕalɣa	tʃ a l ɣ a	660	jala	tʃ a l ɣ - a
6445	Tatar	lick (v.)	yala	jala	j a l a	660	jala	j a l - - a
6446	Tofa	lick (v.)	čïlɣa	ʨɯlɣa	tʃ ɯ l ɣ a	660	jala	tʃ ɯ l ɣ - a
6447	Turkish	lick (v.)	yala	jala	j a l a	660	jala	j a l - - a
6448	Turkmen	lick (v.)	yala	jala	j a l a	660	jala	j a l - - a
6449	Tuvan	lick (v.)	čïlɣa	ʨɯlɣa	tʃ ɯ l ɣ a	660	jala	tʃ ɯ l ɣ - a
6450	Uighur	lick (v.)	yala	jala	j a l a	660	jala	j a l - - a
6451	Uzbek	lick (v.)	yala	jala	j a l a	660	jala	j a l - - a
6452	Yakut	lick (v.)	sala:	sala:	s a l aː	660	jala	s a l - - aː
3878	Baraba	lie (down) (v.)	yat-		j a t	352	*jạt	j a t - -
3879	CodexCumanicus	lie (down) (v.)	yat-		j a t	352	*jạt	j a t - -
3880	NorthAltai	lie (down) (v.)	t́at-		tʃ a t	352	*jạt	tʃ a t - -
3881	OldUyghur	lie (down) (v.)	yat		j a t	352	*jạt	j a t - -
3882	SouthAltai	lie (down) (v.)	d'at	ɟat	ʥ a t	352	*jạt	ʥ a t - -
3883	Bashkir	lie (down) (v.)	yat	jat	j a t	352	*jạt	j a t - -
3884	CrimeanTatar	lie (down) (v.)	yat	jat	j a t	352	*jạt	j a t - -
3885	Dolgan	lie (down) (v.)	hït	hɯt	h ɯ t	352	*jạt	h ɯ t - -
3886	Gagauz	lie (down) (v.)	yat	jat	j a t	352	*jạt	j a t - -
3887	KaraKalpak	lie (down) (v.)	žat	ʒat	ʒ a t	352	*jạt	ʒ a t - -
3888	KarachayBalkar	lie (down) (v.)	ǰat	ʥat	ʥ a t	352	*jạt	ʥ a t - -
3889	Karaim	lie (down) (v.)	yat	jat	j a t	352	*jạt	j a t - -
3890	Kazakh	lie (down) (v.)	žat	ʒat	ʒ a t	352	*jạt	ʒ a t - -
3891	Khakas	lie (down) (v.)	čat	ʨat	tʃ a t	352	*jạt	tʃ a t - -
3892	Khalaj	lie (down) (v.)	ya:t	ja:t	j aː t	352	*jạt	j aː t - -
3893	Kirghiz	lie (down) (v.)	ǰat	ʥat	ʥ a t	352	*jạt	ʥ a t - -
3894	Kumyk	lie (down) (v.)	yat	jat	j a t	352	*jạt	j a t - -
3895	MiddleChulym	lie (down) (v.)	čat	ʨat	tʃ a t	352	*jạt	tʃ a t - -
3896	Nogai	lie (down) (v.)	yat	jat	j a t	352	*jạt	j a t - -
3897	Salar	lie (down) (v.)	yat	jat	j a t	352	*jạt	j a t - -
3898	SarygYugur	lie (down) (v.)	yat	jat	j a t	352	*jạt	j a t - -
3899	Shor	lie (down) (v.)	čat	tɕat	tʃ a t	352	*jạt	tʃ a t - -
3900	Tatar	lie (down) (v.)	yat	jat	j a t	352	*jạt	j a t - -
3901	Tofa	lie (down) (v.)	čïˁtar	ʨɯˁtar	ʨ ɯˁ t a r	352	*jạt	ʨ ɯˁ t a r
3902	Turkish	lie (down) (v.)	yat	jat	j a t	352	*jạt	j a t - -
3903	Turkmen	lie (down) (v.)	yat	jat	j a t	352	*jạt	j a t - -
3904	Tuvan	lie (down) (v.)	čït	ʨɯt	tʃ ɯ t	352	*jạt	tʃ ɯ t - -
3905	Uighur	lie (down) (v.)	yat	jat	j a t	352	*jạt	j a t - -
3906	Uzbek	lie (down) (v.)	yɔt	jɔt	j ɔ t	352	*jạt	j ɔ t - -
3907	Yakut	lie (down) (v.)	sït	sɯt	s ɯ t	352	*jạt	s ɯ t - -
3908	Azeri	lie (down) (v.)	uzan	uzan	u z a n	353	*uŕan	
3909	Chuvash	lie (down) (v.)	vïrt	vɯrt	v ɯ r t	354	*ort	
7227	Baraba	live (v.)	yešä- etc.		y e ʃ ɛ	755	jaša	y e ʃ ɛ
7228	OldUyghur	live (v.)	yaša		j a ʃ a	755	jaša	j a ʃ a
7229	Azeri	live (v.)	yaša	jaʃa	j a ʃ a	755	jaša	j a ʃ a
7230	Bashkir	live (v.)	yäšä	jɛʃɛ	j æ ʃ æ	755	jaša	j æ ʃ æ
7231	CrimeanTatar	live (v.)	yaša	jaʃa	j a ʃ a	755	jaša	j a ʃ a
7232	Gagauz	live (v.)	yaša	jaʃa	j a ʃ a	755	jaša	j a ʃ a
7233	KaraKalpak	live (v.)	žasa	ʒasa	ʒ a s a	755	jaša	ʒ a s a
7234	KarachayBalkar	live (v.)	ǰaša	ʥaʃa	ʥ a ʃ a	755	jaša	ʥ a ʃ a
7235	Kirghiz	live (v.)	ǰaša	ʥaʃa	ʥ a ʃ a	755	jaša	ʥ a ʃ a
7236	Kumyk	live (v.)	yaša	jaʃa	j a ʃ a	755	jaša	j a ʃ a
7237	Nogai	live (v.)	yaša	jaša	j a ʃ a	755	jaša	j a ʃ a
7238	Salar	live (v.)	yaša	jaʃa	j a ʃ a	755	jaša	j a ʃ a
7239	SarygYugur	live (v.)	yasa	jasa	j a s a	755	jaša	j a s a
7240	Tatar	live (v.)	yäšä	jɛʃɛ	j æ ʃ æ	755	jaša	j æ ʃ æ
7241	Turkish	live (v.)	yaša	jaʃa	j a ʃ a	755	jaša	j a ʃ a
7242	Turkmen	live (v.)	yaša	jaʃa	j a ʃ a	755	jaša	j a ʃ a
7243	Uighur	live (v.)	yaša	jaʃa	j a ʃ a	755	jaša	j a ʃ a
7244	Uzbek	live (v.)	yaša	jaʃa	j a ʃ a	755	jaša	j a ʃ a
7245	NorthAltai	live (v.)	t́at-		tʃ a t	756	jat	tʃ a t
7246	SouthAltai	live (v.)	d'at	ɟat	ʥ a t	756	jat	ʥ a t
7247	Shor	live (v.)	čat	tɕat	tʃ a t	756	jat	tʃ a t
7248	NorthAltai	live (v.)	t́urta-		tʃ u r t a	757	jurta	tʃ u r t a
7249	Khakas	live (v.)	čurta	ʨurta	tʃ u r t a	757	jurta	tʃ u r t a
7250	MiddleChulym	live (v.)	čurta	ʨurta	tʃ u r t a	757	jurta	tʃ u r t a
7251	Tuvan	live (v.)	čurtta	ʨurtta	tʃ u r tː a	757	jurta	tʃ u r tː a
7252	Dolgan	live (v.)	olor	olor	o l o r	758	olor	o l o r
7253	Yakut	live (v.)	olor	olor	o l o r	758	olor	o l o r
7254	Chuvash	live (v.)	purən	purə̈n	p u r ə n	759	purAn	
7255	CodexCumanicus	live (v.)	tiril-		t i r i l	760	*tiril-	t i r i l
7256	Karaim	live (v.)	tiril	tiril	t i r i l	760	*tiril-	t i r i l
7257	Tofa	live (v.)	čerlä	ʨerlɛ	tʃ e r l æ	761	*jer-le	
2181	Baraba	liver (n.)	bawïr, pawïr, paɣïr		b a w ɯ r	174	*biagur	b a w ɯ r
2182	NorthAltai	liver (n.)	baɣïr, paar		b a ɣ ɯ r	174	*biagur	b a ɣ ɯ r
2183	OldUyghur	liver (n.)	baɣïr		b a ɣ ɯ r	174	*biagur	b a ɣ ɯ r
2184	SouthAltai	liver (n.)	buur	buur	b uː r	174	*biagur	b uː - - r
2185	Azeri	liver (n.)	? baɣïr	? baɣɯr	b a ɣ ɯ r	174	*biagur	b a ɣ ɯ r
2186	Bashkir	liver (n.)	bawïr	bawɯr	b a w ɯ r	174	*biagur	b a w ɯ r
2187	Chuvash	liver (n.)	pɘʷvɘʷr	pø̈vø̈r	p ø̆ v ø̆ r	174	*biagur	p ø̆ v ø̆ r
2188	Dolgan	liver (n.)	bïar	bɯar	b ɯ a r	174	*biagur	b ɯ - a r
2189	KaraKalpak	liver (n.)	bawïr	bawɯr	b a w ɯ r	174	*biagur	b a w ɯ r
2190	KarachayBalkar	liver (n.)	bawur	bawur	b a w u r	174	*biagur	b a w u r
2191	Karaim	liver (n.)	bavur, bawïr, (k) baɣïr	bavur, bawɯr, (k) baɣɯr	b a v u r	174	*biagur	b a v u r
2192	Kazakh	liver (n.)	bawïr	bawɯr	b a w ɯ r	174	*biagur	b a w ɯ r
2193	Khakas	liver (n.)	paar	paar	p aː r	174	*biagur	p aː - - r
2194	Kirghiz	liver (n.)	boor	boor	b oː r	174	*biagur	b oː - - r
2195	Kumyk	liver (n.)	bawur	bawur	b a w u r	174	*biagur	b a w u r
2196	MiddleChulym	liver (n.)	paar	paar	p aː r	174	*biagur	p aː - - r
2197	Nogai	liver (n.)	bawïr	bawɯr	b a w ɯ r	174	*biagur	b a w ɯ r
2198	Salar	liver (n.)	paɣïr	paɣɯr	p a ɣ ɯ r	174	*biagur	p a ɣ ɯ r
2199	SarygYugur	liver (n.)	paɣïr	paɣɯr	p a ɣ ɯ r	174	*biagur	p a ɣ ɯ r
2200	Shor	liver (n.)	pa:r	pa:r	p aː r	174	*biagur	p aː - - r
2201	Tatar	liver (n.)	bawïr	bawɯr	b a w ɯ r	174	*biagur	b a w ɯ r
2202	Tofa	liver (n.)	baar	baar	b aː r	174	*biagur	b aː - - r
2203	Turkmen	liver (n.)	baɣïr	baɣɯr	b a ɣ ɯ r	174	*biagur	b a ɣ ɯ r
2204	Tuvan	liver (n.)	baar	baar	b aː r	174	*biagur	b aː - - r
2205	Uighur	liver (n.)	beɣir	beɣir	b e ɣ i r	174	*biagur	b e ɣ i r
2206	Yakut	liver (n.)	bïar	bɯar	b ɯ a r	174	*biagur	b ɯ - a r
2631	Baraba	long	uzïn, Ozïn		u z ɯ n	217	uzun	- u z ɯ n
2632	CodexCumanicus	long	uxun		u z u n	217	uzun	- u z u n
2633	NorthAltai	long	uzun		u z u n	217	uzun	- u z u n
2634	OldUyghur	long	uzun		u z u n	217	uzun	- u z u n
2635	SouthAltai	long	uzun	uzun	u z u n	217	uzun	- u z u n
2636	Azeri	long	uzun	uzun	u z u n	217	uzun	- u z u n
2637	Bashkir	long	oδon	oðon	o ð o n	217	uzun	- o ð o n
2638	Chuvash	long	vəʷrəʷm	vöröm	v ŏ r ŏ m	217	uzun	v ŏ r ŏ m
2639	CrimeanTatar	long	uzun	uzun	u z u n	217	uzun	- u z u n
2640	Dolgan	long	uhun	uhun	u h u n	217	uzun	- u h u n
2641	Gagauz	long	uzun	uzun	u z u n	217	uzun	- u z u n
2642	KaraKalpak	long	uzïn	uzɯn	u z ɯ n	217	uzun	- u z ɯ n
2643	KarachayBalkar	long	uzun	uzun	u z u n	217	uzun	- u z u n
2644	Karaim	long	uzun	uzun	u z u n	217	uzun	- u z u n
2645	Kazakh	long	ŭzïn	ŭzɯn	u z ɯ n	217	uzun	- u z ɯ n
2646	Khakas	long	uzun	uzun	u z u n	217	uzun	- u z u n
2647	Khalaj	long	uzu:n	uzu:n	u z uː n	217	uzun	- u z uː n
2648	Kirghiz	long	uzun	uzun	u z u n	217	uzun	- u z u n
2649	Kumyk	long	uzun	uzun	u z u n	217	uzun	- u z u n
2650	MiddleChulym	long	uzun	uzun	u z u n	217	uzun	- u z u n
2651	Nogai	long	uzïn	uzɯn	u z ɯ n	217	uzun	- u z ɯ n
2652	Salar	long	uzun	uzun	u z u n	217	uzun	- u z u n
2653	SarygYugur	long	uzun, uzin, uzen	uzun, uzin, uzen	u z u n	217	uzun	- u z u n
2654	Shor	long	uzun	uzun	u z u n	217	uzun	- u z u n
2655	Tatar	long	ozïn	ozɯn	o z ɯ n	217	uzun	- o z ɯ n
2656	Tofa	long	uzun	uzun	u z u n	217	uzun	- u z u n
2657	Turkish	long	uzun	uzun	u z u n	217	uzun	- u z u n
2658	Turkmen	long	uzïn	uzɯn	u z ɯ n	217	uzun	- u z ɯ n
2659	Tuvan	long	uzun	uzun	u z u n	217	uzun	- u z u n
2660	Uighur	long	uzun	uzun	u z u n	217	uzun	- u z u n
2661	Uzbek	long	uzun	uzun	u z u n	217	uzun	- u z u n
2662	Yakut	long	uhun	uhun	u h u n	217	uzun	- u h u n
5556	Baraba	look (v.)	ḳara-		q a r a	543	ḳara, some Turkic forms < Mong., not necessarily the whole entry	q a r a
5557	Bashkir	look (v.)	ḳara	qara	q a r a	543	ḳara, some Turkic forms < Mong., not necessarily the whole entry	q a r a
5558	KaraKalpak	look (v.)	ḳara	qara	q a r a	543	ḳara, some Turkic forms < Mong., not necessarily the whole entry	q a r a
5559	KarachayBalkar	look (v.)	ḳara	qara	q a r a	543	ḳara, some Turkic forms < Mong., not necessarily the whole entry	q a r a
5560	Kazakh	look (v.)	ḳara	qara	q a r a	543	ḳara, some Turkic forms < Mong., not necessarily the whole entry	q a r a
5561	Kirghiz	look (v.)	ḳara	qara	q a r a	543	ḳara, some Turkic forms < Mong., not necessarily the whole entry	q a r a
5562	Kumyk	look (v.)	ḳara	qara	q a r a	543	ḳara, some Turkic forms < Mong., not necessarily the whole entry	q a r a
5563	Nogai	look (v.)	ḳara	qara	q a r a	543	ḳara, some Turkic forms < Mong., not necessarily the whole entry	q a r a
